SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
GSM920628	GSE15907	gd T cells	T lineage		Tgd.vg2+24alo.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD8-		Tgd.vg2+24alo.Th#2, Thymus TCRgammadelta Vg2+ CD24lo	TCRd+ Vg2+ CD24lo	dissection/trimming
GSM920629	GSE15907	gd T cells	T lineage		Tgd.vg3+24ahi.e17.Th#1	Mouse	C57BL/6J	pooled male and female	17 DAYS	thymus	CD4- CD8- NK1.1-		Tgd.vg3+24ahi.e17.Th#1, Thymus B6 E17 TCRgammadelta Vg3+ CD24hi	TCRd+ Vg3+ CD24hi	dissection/trimming
GSM920630	GSE15907	gd T cells	T lineage		Tgd.vg3+24ahi.e17.Th#2	Mouse	C57BL/6J	pooled male and female	17 DAYS	thymus	CD4- CD8- NK1.1-		Tgd.vg3+24ahi.e17.Th#2, Thymus B6 E17 TCRgammadelta Vg3+ CD24hi	TCRd+ Vg3+ CD24hi	dissection/trimming
GSM920631	GSE15907	gd T cells	T lineage		Tgd.vg3+24ahi.e17.Th#3	Mouse	C57BL/6J	pooled male and female	17 DAYS	thymus	CD4- CD8- NK1.1-		Tgd.vg3+24ahi.e17.Th#3, Thymus B6 E17 TCRgammadelta Vg3+ CD24hi	TCRd+ Vg3+ CD24hi	dissection/trimming
GSM476664	GSE15907	gd T cells	T lineage		Tgd.vg3+24alo.e17.Th#1	Mouse	C57BL/6J	pooled male and female	17 DAYS	fetal thymus	CD4- CD8- NK1.1-		Tgd.vg3+24alo.e17.Th#1, fetal thymus TCRd+ Vg3+ CD24-	TCRd+ Vg3+ CD24-	dissection/trimming
GSM476665	GSE15907	gd T cells	T lineage		Tgd.vg3+24alo.e17.Th#2	Mouse	C57BL/6J	pooled male and female	17 DAYS	fetal thymus	CD4- CD8- NK1.1-		Tgd.vg3+24alo.e17.Th#2, fetal thymus TCRd+ Vg3+ CD24-	TCRd+ Vg3+ CD24-	dissection/trimming
GSM476666	GSE15907	gd T cells	T lineage		Tgd.vg3+24alo.e17.Th#3	Mouse	C57BL/6J	pooled male and female	17 DAYS	fetal thymus	CD4- CD8- NK1.1-		Tgd.vg3+24alo.e17.Th#3, fetal thymus TCRd+ Vg3+ CD24-	TCRd+ Vg3+ CD24-	dissection/trimming
GSM605808	GSE15907	gd T cells	T lineage		Tgd.vg5-.act.IEL#1	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5-.act.IEL#1, small intestine TCRd+ Vg5- CD44+ CD8aa+	CD8a+ CD8b- TCRd+ Vg5- CD44hi	dissection/trimming
GSM605809	GSE15907	gd T cells	T lineage		Tgd.vg5-.act.IEL#2	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5-.act.IEL#2, small intestine TCRd+ Vg5- CD44+ CD8aa+	CD8a+ CD8b- TCRd+ Vg5- CD44hi	dissection/trimming
GSM605810	GSE15907	gd T cells	T lineage		Tgd.vg5-.act.IEL#3	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5-.act.IEL#3, small intestine TCRd+ Vg5- CD44+ CD8aa+	CD8a+ CD8b- TCRd+ Vg5- CD44hi	dissection/trimming
GSM605811	GSE15907	gd T cells	T lineage		Tgd.vg5-.IEL#4	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5-.IEL#4, small intestine	CD8a+ CD8b- TCRgd+ Vg5- CD44lo	dissection/trimming
GSM605812	GSE15907	gd T cells	T lineage		Tgd.vg5-.IEL#5	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5-.IEL#5, small intestine TCRd+ Vg5- CD44lo CD8aa+	CD8a+ CD8b- TCRgd+ Vg5- CD44lo	dissection/trimming
GSM605813	GSE15907	gd T cells	T lineage		Tgd.vg5-.IEL#6	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5-.IEL#6, small intestine TCRd+ Vg5- CD44lo CD8aa+	CD8a+ CD8b- TCRgd+ Vg5- CD44lo	dissection/trimming
GSM605802	GSE15907	gd T cells	T lineage		Tgd.vg5+.act.IEL#1	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5+.act.IEL#1, small intestine TCRd+ Vg5+ CD44+ CD8aa+	CD8a+ CD8b- TCRd+ Vg5+ CD44hi	dissection/trimming
GSM605803	GSE15907	gd T cells	T lineage		Tgd.vg5+.act.IEL#3	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5+.act.IEL#3, small intestine TCRd+ Vg5+ CD44+ CD8aa+	CD8a+ CD8b- TCRd+ Vg5+ CD44hi	dissection/trimming
GSM605804	GSE15907	gd T cells	T lineage		Tgd.vg5+.act.IEL#4	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5+.act.IEL#4, small intestine TCRd+ Vg5+ CD44hi CD8aa+	CD8a+ CD8b- TCRd+ Vg5+ CD44hi	dissection/trimming
GSM605805	GSE15907	gd T cells	T lineage		Tgd.vg5+.IEL#4	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5+.IEL#4, small intestine TCRd+ Vg5+ CD44lo CD8aa+	CD8a+ CD8b- TCRd+ Vg5+ CD44lo	dissection/trimming
GSM605806	GSE15907	gd T cells	T lineage		Tgd.vg5+.IEL#5	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5+.IEL#5, small intestine TCRd+ Vg5+ CD44lo CD8aa+	CD8a+ CD8b- TCRd+ Vg5+ CD44lo	dissection/trimming
GSM605807	GSE15907	gd T cells	T lineage		Tgd.vg5+.IEL#6	Mouse	C57BL/6J	Male	5 WEEKS	small intestine	NA		Tgd.vg5+.IEL#6, small intestine TCRd+ Vg5+ CD44lo CD8aa+	CD8a+ CD8b- TCRd+ Vg5+ CD44lo	dissection/trimming
GSM920632	GSE15907	gd T cells	T lineage		Tgd.vg5+24ahi.Th#1	Mouse	C57BL/6J	Male	5 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.vg5+24ahi.Th#1, Thymus TCRgammadelta Vg5+ CD24hi	TCRd+ Vg5+ CD24hi	dissection/trimming
GSM920633	GSE15907	gd T cells	T lineage		Tgd.vg5+24ahi.Th#2	Mouse	C57BL/6J	Male	5 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.vg5+24ahi.Th#2, Thymus TCRgammadelta Vg5+ CD24hi	TCRd+ Vg5+ CD24hi	dissection/trimming
