ImmGenName	SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
T4.B6#2	GSM1472009	GSE60337	CD4 T cells	T lineage		T4.B6#2	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.B6#3	GSM1472010	GSE60337	CD4 T cells	T lineage		T4.B6#3	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.B6#4	GSM1472011	GSE60337	CD4 T cells	T lineage		T4.B6#4	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.B6#5	GSM1472012	GSE60337	CD4 T cells	T lineage		T4.B6#5	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.Balb#1	GSM1472013	GSE60337	CD4 T cells	T lineage		T4.Balb#1	Mouse	BALB/cByJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.Balb#2	GSM1472014	GSE60337	CD4 T cells	T lineage		T4.Balb#2	Mouse	BALB/cByJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.BPL#1	GSM1472015	GSE60337	CD4 T cells	T lineage		T4.BPL#1	Mouse	BPL/1J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.BPL#2	GSM1472016	GSE60337	CD4 T cells	T lineage		T4.BPL#2	Mouse	BPL/1J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.BTBR#1	GSM1472017	GSE60337	CD4 T cells	T lineage		T4.BTBR#1	Mouse	BTBR T+ tf/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.BTBR#2	GSM1472018	GSE60337	CD4 T cells	T lineage		T4.BTBR#2	Mouse	BTBR T+ tf/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C3H#1	GSM1472019	GSE60337	CD4 T cells	T lineage		T4.C3H#1	Mouse	C3H/HeJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C3H#2	GSM1472020	GSE60337	CD4 T cells	T lineage		T4.C3H#2	Mouse	C3H/HeJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C57BR#1	GSM1472021	GSE60337	CD4 T cells	T lineage		T4.C57BR#1	Mouse	CBA/CaJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C57BR#2	GSM1472022	GSE60337	CD4 T cells	T lineage		T4.C57BR#2	Mouse	CBA/CaJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C57KS#1	GSM1472023	GSE60337	CD4 T cells	T lineage		T4.C57KS#1	Mouse	C57BLKS/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C57KS#2	GSM1472024	GSE60337	CD4 T cells	T lineage		T4.C57KS#2	Mouse	C57BLKS/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C57L#1	GSM1472025	GSE60337	CD4 T cells	T lineage		T4.C57L#1	Mouse	C57L/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.C57L#2	GSM1472026	GSE60337	CD4 T cells	T lineage		T4.C57L#2	Mouse	C57L/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CAS#2	GSM1472027	GSE60337	CD4 T cells	T lineage		T4.CAS#2	Mouse	CAST/EiJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CAS#3	GSM1472028	GSE60337	CD4 T cells	T lineage		T4.CAS#3	Mouse	CAST/EiJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CBACA#1	GSM1472029	GSE60337	CD4 T cells	T lineage		T4.CBACA#1	Mouse	CBA/CaJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CBACA#2	GSM1472030	GSE60337	CD4 T cells	T lineage		T4.CBACA#2	Mouse	CBA/CaJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CBAJ#1	GSM1472031	GSE60337	CD4 T cells	T lineage		T4.CBAJ#1	Mouse	CBA/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CBAJ#2	GSM1472032	GSE60337	CD4 T cells	T lineage		T4.CBAJ#2	Mouse	CBA/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CE#1	GSM1472033	GSE60337	CD4 T cells	T lineage		T4.CE#1	Mouse	CE/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.CE#2	GSM1472034	GSE60337	CD4 T cells	T lineage		T4.CE#2	Mouse	CE/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.DBA2#1	GSM1472035	GSE60337	CD4 T cells	T lineage		T4.DBA2#1	Mouse	DBA/1LacJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.DBA2#2	GSM1472036	GSE60337	CD4 T cells	T lineage		T4.DBA2#2	Mouse	DBA/1LacJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.DDY#1	GSM1472037	GSE60337	CD4 T cells	T lineage		T4.DDY#1	Mouse	DDY/JclSidSeyFrkJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.DDY#2	GSM1472038	GSE60337	CD4 T cells	T lineage		T4.DDY#2	Mouse	DDY/JclSidSeyFrkJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.FVB#1	GSM1472039	GSE60337	CD4 T cells	T lineage		T4.FVB#1	Mouse	FVB/NJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.FVB#2	GSM1472040	GSE60337	CD4 T cells	T lineage		T4.FVB#2	Mouse	FVB/NJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.JF1Ms#1	GSM1472041	GSE60337	CD4 T cells	T lineage		T4.JF1Ms#1	Mouse	JF1/Ms	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.JF1Ms#2	GSM1472042	GSE60337	CD4 T cells	T lineage		T4.JF1Ms#2	Mouse	JF1/Ms	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.KK#1	GSM1472043	GSE60337	CD4 T cells	T lineage		T4.KK#1	Mouse	KK.Cg-Ay/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.KK#2	GSM1472044	GSE60337	CD4 T cells	T lineage		T4.KK#2	Mouse	KK.Cg-Ay/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.LG#1	GSM1472045	GSE60337	CD4 T cells	T lineage		T4.LG#1	Mouse	LGJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.LG#2	GSM1472046	GSE60337	CD4 T cells	T lineage		T4.LG#2	Mouse	LGJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.LP#1	GSM1472047	GSE60337	CD4 T cells	T lineage		T4.LP#1	Mouse	LP/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.LP#2	GSM1472048	GSE60337	CD4 T cells	T lineage		T4.LP#2	Mouse	LP/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.MA#1	GSM1472049	GSE60337	CD4 T cells	T lineage		T4.MA#1	Mouse	MA/MyJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.MA#2	GSM1472050	GSE60337	CD4 T cells	T lineage		T4.MA#2	Mouse	MA/MyJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.MRL#1	GSM1472051	GSE60337	CD4 T cells	T lineage		T4.MRL#1	Mouse	MRL/MpJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.MRL#2	GSM1472052	GSE60337	CD4 T cells	T lineage		T4.MRL#2	Mouse	MRL/MpJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.MSM#1	GSM1472053	GSE60337	CD4 T cells	T lineage		T4.MSM#1	Mouse	MSM/Ms	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.MSM#2	GSM1472054	GSE60337	CD4 T cells	T lineage		T4.MSM#2	Mouse	MSM/Ms	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NOD#1	GSM1472055	GSE60337	CD4 T cells	T lineage		T4.NOD#1	Mouse	NOD/ShiLtJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NOD#2	GSM1472056	GSE60337	CD4 T cells	T lineage		T4.NOD#2	Mouse	NOD/ShiLtJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NON#1	GSM1472057	GSE60337	CD4 T cells	T lineage		T4.NON#1	Mouse	NON/ShiLtJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NON#2	GSM1472058	GSE60337	CD4 T cells	T lineage		T4.NON#2	Mouse	NON/ShiLtJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NOR#1	GSM1472059	GSE60337	CD4 T cells	T lineage		T4.NOR#1	Mouse	NOR/LtJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NOR#2	GSM1472060	GSE60337	CD4 T cells	T lineage		T4.NOR#2	Mouse	NOR/LtJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NZB#1	GSM1472061	GSE60337	CD4 T cells	T lineage		T4.NZB#1	Mouse	NZB/BINJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NZB#2	GSM1472062	GSE60337	CD4 T cells	T lineage		T4.NZB#2	Mouse	NZB/BINJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NZW#1	GSM1472063	GSE60337	CD4 T cells	T lineage		T4.NZW#1	Mouse	NZW/LacJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.NZW#2	GSM1472064	GSE60337	CD4 T cells	T lineage		T4.NZW#2	Mouse	NZW/LacJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.P#1	GSM1472065	GSE60337	CD4 T cells	T lineage		T4.P#1	Mouse	P/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.P#2	GSM1472066	GSE60337	CD4 T cells	T lineage		T4.P#2	Mouse	P/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.PL#1	GSM1472067	GSE60337	CD4 T cells	T lineage		T4.PL#1	Mouse	PL/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.PL#2	GSM1472068	GSE60337	CD4 T cells	T lineage		T4.PL#2	Mouse	PL/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.PWD#1	GSM1472069	GSE60337	CD4 T cells	T lineage		T4.PWD#1	Mouse	PWD/PHJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.PWD#2	GSM1472070	GSE60337	CD4 T cells	T lineage		T4.PWD#2	Mouse	PWD/PHJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.RIII#1	GSM1472071	GSE60337	CD4 T cells	T lineage		T4.RIII#1	Mouse	RIIIS/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.RIII#2	GSM1472072	GSE60337	CD4 T cells	T lineage		T4.RIII#2	Mouse	RIIIS/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.SEA#1	GSM1472073	GSE60337	CD4 T cells	T lineage		T4.SEA#1	Mouse	SEA/GnJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.SEA#2	GSM1472074	GSE60337	CD4 T cells	T lineage		T4.SEA#2	Mouse	SEA/GnJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.SJL#1	GSM1472075	GSE60337	CD4 T cells	T lineage		T4.SJL#1	Mouse	SJL/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.SJL#2	GSM1472076	GSE60337	CD4 T cells	T lineage		T4.SJL#2	Mouse	SJL/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.SM#1	GSM1472077	GSE60337	CD4 T cells	T lineage		T4.SM#1	Mouse	SM/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.SM#2	GSM1472078	GSE60337	CD4 T cells	T lineage		T4.SM#2	Mouse	SM/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.SWR#1	GSM1472079	GSE60337	CD4 T cells	T lineage		T4.SWR#1	Mouse	SWR/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.WSB#1	GSM1472080	GSE60337	CD4 T cells	T lineage		T4.WSB#1	Mouse	WSB/EiJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.WSB#2	GSM1472081	GSE60337	CD4 T cells	T lineage		T4.WSB#2	Mouse	WSB/EiJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
1.BB.SP.15H.IFN#1	GSM1944916	GSE75195	B cells	B lineage		1.BB.SP.15H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 15h		CD19+ Igm+	Dissection / Trimming
10.BB.SP.2.5H.IFN#1	GSM1944908	GSE75195	B cells	B lineage		10.BB.SP.2.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 2.5h		CD19+ Igm+	Dissection / Trimming
11.BB.SP.2.75H.IFN#1	GSM1944907	GSE75195	B cells	B lineage		11.BB.SP.2.75H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 2.75h		CD19+ Igm+	Dissection / Trimming
12.BB.SP3H.IFN#1	GSM1944906	GSE75195	B cells	B lineage		12.BB.SP3H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 3h		CD19+ Igm+	Dissection / Trimming
14.BB.SP.3.5H.IFN#1	GSM1944905	GSE75195	B cells	B lineage		14.BB.SP.3.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 3.5h		CD19+ Igm+	Dissection / Trimming
15.BB.SP.3.75H.IFN#1	GSM1944904	GSE75195	B cells	B lineage		15.BB.SP.3.75H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 3.75h		CD19+ Igm+	Dissection / Trimming
16.BB.SP.4H.IFN#1	GSM1944903	GSE75195	B cells	B lineage		16.BB.SP.4H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 4h		CD19+ Igm+	Dissection / Trimming
17.BB.SP.4.5H.IFN#1	GSM1944917	GSE75195	B cells	B lineage		17.BB.SP.4.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 4.5h		CD19+ Igm+	Dissection / Trimming
18.BB.SP.5H.IFN#1	GSM1944918	GSE75195	B cells	B lineage		18.BB.SP.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 5h		CD19+ Igm+	Dissection / Trimming
19.BB.SP.5.5H.IFN#1	GSM1944919	GSE75195	B cells	B lineage		19.BB.SP.5.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 5.5h		CD19+ Igm+	Dissection / Trimming
2.BB.SP.0.5H.IFN#1	GSM1944915	GSE75195	B cells	B lineage		2.BB.SP.0.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 0.5h		CD19+ Igm+	Dissection / Trimming
20.BB.SP.6H.IFN#1	GSM1944920	GSE75195	B cells	B lineage		20.BB.SP.6H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 6h		CD19+ Igm+	Dissection / Trimming
21.BB.SP.6.5H.IFN#1	GSM1944921	GSE75195	B cells	B lineage		21.BB.SP.6.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 6.5h		CD19+ Igm+	Dissection / Trimming
22.BB.SP.7H.IFN#1	GSM1944922	GSE75195	B cells	B lineage		22.BB.SP.7H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 7h		CD19+ Igm+	Dissection / Trimming
23.BB.SP.8H.IFN#1	GSM1944923	GSE75195	B cells	B lineage		23.BB.SP.8H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 8h		CD19+ Igm+	Dissection / Trimming
24.BB.SP.1.25H.IFN#1	GSM1944924	GSE75195	B cells	B lineage		24.BB.SP.1.25H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 1.25h		CD19+ Igm+	Dissection / Trimming
25.BB.SP.0.75H.IFN#1	GSM1944925	GSE75195	B cells	B lineage		25.BB.SP.0.75H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 0.75h		CD19+ Igm+	Dissection / Trimming
26.BB.SP.0.15H.IFN#1	GSM1944926	GSE75195	B cells	B lineage		26.BB.SP.0.15H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 0.15h		CD19+ Igm+	Dissection / Trimming
27.BB.SP.9H.IFN#1	GSM1944927	GSE75195	B cells	B lineage		27.BB.SP.9H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 9h		CD19+ Igm+	Dissection / Trimming
28.BB.SP.10H.IFN#1	GSM1944928	GSE75195	B cells	B lineage		28.BB.SP.10H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 10h		CD19+ Igm+	Dissection / Trimming
29.BB.SP.12H.IFN#1	GSM1944929	GSE75195	B cells	B lineage		29.BB.SP.12H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 12h		CD19+ Igm+	Dissection / Trimming
3.BB.SP.14H.IFN#1	GSM1944914	GSE75195	B cells	B lineage		3.BB.SP.14H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 14h		CD19+ Igm+	Dissection / Trimming
30.BB.SP.13H.IFN#1	GSM1944930	GSE75195	B cells	B lineage		30.BB.SP.13H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 13h		CD19+ Igm+	Dissection / Trimming
4.BB.SP.1H.IFN#1	GSM1944913	GSE75195	B cells	B lineage		4.BB.SP.1H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 1h		CD19+ Igm+	Dissection / Trimming
5.BB.SP.11H.IFN#1	GSM1944912	GSE75195	B cells	B lineage		5.BB.SP.11H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 11h		CD19+ Igm+	Dissection / Trimming
6.BB.SP.1.5H.IFN#1	GSM1944911	GSE75195	B cells	B lineage		6.BB.SP.1.5H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 1.5h		CD19+ Igm+	Dissection / Trimming
8.BB.SP.2H.IFN#1	GSM1944910	GSE75195	B cells	B lineage		8.BB.SP.2H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 2h		CD19+ Igm+	Dissection / Trimming
9.BB.SP.2.25H.IFN#1	GSM1944909	GSE75195	B cells	B lineage		9.BB.SP.2.25H.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen		10,000U IFNa 2.25h		CD19+ Igm+	Dissection / Trimming
B1ab.PC.2h.IFN#2	GSM1945072	GSE75202	B cells	B lineage		B1ab.PC.2h.IFN#2	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+ CD43+ CD5+	Dissection / Trimming
B1ab.PC.SPF#1	GSM1945044	GSE75202	B cells	B lineage		B1ab.PC.SPF#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+ CD5+ CD43+	Dissection / Trimming
B1ab.PC.SPF#2	GSM1945045	GSE75202	B cells	B lineage		B1ab.PC.SPF#2	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+ CD5+ CD43+	Dissection / Trimming
B1ab.PC.SPF#3	GSM1945083	GSE75202	B cells	B lineage		B1ab.PC.SPF#3	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+ CD43+ CD3+	Dissection / Trimming
BB.SP.2h.IFN#1	GSM1945074	GSE75202	B cells	B lineage		BB.SP.2h.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+ IGM+	Dissection / Trimming
BB.SP.2h.IFN#2	GSM1945075	GSE75202	B cells	B lineage		BB.SP.2h.IFN#2	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+ IGM+	Dissection / Trimming
BB.SP.SPF#1	GSM1945040	GSE75202	B cells	B lineage		BB.SP.SPF#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+	Dissection / Trimming
BB.SP.SPF#2	GSM1945041	GSE75202	B cells	B lineage		BB.SP.SPF#2	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+	Dissection / Trimming
BB.SP.SPF#3	GSM1945084	GSE75202	B cells	B lineage		BB.SP.SPF#3	Mouse	C57BL/6	Male	6 WEEKS	Spleen			B Cell	CD19+ Igm+	Dissection / Trimming
DC.SP.2h.IFN#1	GSM1945070	GSE75202	Dendritic Cells	Myeloid		DC.SP.2h.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Dendritic Cell	CD11c+ Flt3+	Dissection / Trimming
DC.SP.2h.IFN#2	GSM1945071	GSE75202	Dendritic Cells	Myeloid		DC.SP.2h.IFN#2	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Dendritic Cell	CD11c+ Flt3+	Dissection / Trimming
DC.SP.SPF#1	GSM1945054	GSE75202	Dendritic Cells	Myeloid		DC.SP.SPF#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Dendritic Cell	CD11c+ FTL3+	Dissection / Trimming
DC.SP.SPF#2	GSM1945055	GSE75202	Dendritic Cells	Myeloid		DC.SP.SPF#2	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Dendritic Cell	CD11c+ FTL3+	Dissection / Trimming
DC.SP.SPF#3	GSM1945082	GSE75202	Dendritic Cells	Myeloid		DC.SP.SPF#3	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Dendritic Cell	CD11c+ FLT3+	Dissection / Trimming
GN.SP.2h.IFN#1	GSM1945068	GSE75202	Granulocytes	Myeloid		GN.SP.2h.IFN#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Neutrophil	Ly6G+	Dissection / Trimming
GN.SP.2h.IFN#2	GSM1945069	GSE75202	Granulocytes	Myeloid		GN.SP.2h.IFN#2	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Neutrophil	Ly6G+	Dissection / Trimming
GN.SP.SPF#1	GSM1945042	GSE75202	Granulocytes	Myeloid		GN.SP.SPF#1	Mouse	C57BL/6	Male	6 WEEKS	Spleen			Neutrophil	ly6G+	Dissection / Trimming
